,id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
4758,4759,Synset('ending.n.04'),6,his death marked the ending of an era,Synset('stop.n.01'),7,it came to a stop at the bottom of the hill,1
4759,4760,Synset('angular_momentum.n.01'),7,any rotating body has an angular momentum about its center of mass,Synset('momentum.n.02'),6,the momentum of the particles was deduced from meteoritic velocities,0
4760,4761,Synset('beginning.n.02'),5,they got an early start,Synset('threshold.n.01'),6,on the threshold of manhood,1
4761,4762,Synset('company.n.06'),7,the house was filled with company when I arrived,Synset('number.n.07'),8,I hope to become one of their number before I die,1
4762,4763,Synset('pick.n.08'),11,he was called for setting an illegal pick,Synset('play.n.03'),9,the coach drew up the plays for her team,0
4763,4764,Synset('thing.n.04'),6,how does this thing work?,Synset('snorter.n.03'),7,a snorter of a sermon,1
4764,4765,Synset('entitlement.n.01'),12,entitlements make up the major part of the federal budget,Synset('title.n.07'),11,a strong legal claim to the property,0
4765,4766,Synset('initiation.n.01'),8,his initiation into the club,Synset('inauguration.n.02'),9,the new president obviously enjoyed his inauguration,1
4766,4767,Synset('town.n.01'),9,they drive through town on their way to work,Synset('burg.n.01'),10,I've lived in this burg all my life,1
4767,4768,Synset('frontier.n.01'),8,the individualism of the frontier in Andrew Jackson's day,Synset('wilderness.n.03'),7,it was a wilderness preserved for the hawks and mountaineers,0
4768,4769,Synset('footprint.n.02'),6,the footprints of an earlier civilization,Synset('trace.n.02'),5,there wasn't a trace of evidence for the claim,0
4769,4770,Synset('therapy.n.01'),11,the quarterback is undergoing treatment for a knee injury,Synset('psychoanalysis.n.01'),13,his physician recommended psychoanalysis,1
4770,4771,Synset('farsi.n.01'),11,many Farsi emigrated to India near Bombay,Synset('irani.n.01'),10,the majority of Irani are Persian Shiite Muslims,0
4771,4772,Synset('benefit_of_clergy.n.01'),11,they are living together without benefit of clergy,Synset('sanction.n.04'),10,it had the sanction of the church,0
4772,4773,Synset('automation.n.01'),11,automation replaces human workers by machines,Synset('application.n.01'),8,he advocated the application of statistics to the problem,0
4773,4774,Synset('footfall.n.01'),7,he heard footsteps on the porch,Synset('tramp.n.04'),8,the tramp of military boots,1
4774,4775,Synset('testis.n.01'),10,she kicked him in the balls and got away,Synset('undescended_testis.n.01'),11,undescended testicles have an increased risk for cancer,1
4775,4776,Synset('damper.n.03'),9,rain put a damper on our picnic plans,Synset('restraint.n.01'),8,the unlawful restraint of trade,0
4776,4777,Synset('search.n.04'),7,his search for a move that would avoid checkmate was unsuccessful,Synset('pursuit.n.02'),8,the pursuit of love,1
4777,4778,Synset('opinion.n.01'),7,my opinion differs from yours,Synset('judgment.n.01'),8,he was reluctant to make his judgment known,1
4778,4779,Synset('draw.n.09'),8,the haul up the hill went very slowly,Synset('tow.n.01'),9,the truck gave him a tow to the garage,1
4779,4780,Synset('irritant.n.01'),9,he's a thorn in my flesh,Synset('annoyance.n.04'),8,washing dishes was a nuisance before we got a dish washer,0
4780,4781,Synset('dissatisfaction.n.01'),9,he was never slow to express his dissatisfaction with the service he received,Synset('disappointment.n.01'),10,his hopes were so high he was doomed to disappointment,1
4781,4782,Synset('direction.n.03'),7,I couldn't follow the direction of his thoughts,Synset('tenor.n.04'),8,nothing disturbed the even tenor of her ways,1
4782,4783,Synset('infestation.n.02'),5,a plague of grasshoppers,Synset('swarm.n.02'),4,a swarm of insects obscured the light,0
4783,4784,Synset('back_burner.n.01'),8,dozens of cases were put on the back burner,Synset('precedence.n.01'),7,...its precedence as the world's leading manufacturer of pharmaceuticals,0
4784,4785,Synset('examination.n.02'),7,when the test was stolen the professor had to make a new set of questions,Synset('comprehensive_examination.n.01'),8,she took her comps in English literature,1
4785,4786,Synset('western_culture.n.01'),7,when Ghandi was asked what he thought of Western civilization he said he thought it would be a good idea,Synset('culture.n.01'),6,early Mayan civilization,0
4786,4787,Synset('adhesiveness.n.01'),8,the mutual adhesiveness of cells,Synset('consistency.n.01'),5,wool has more body than rayon,0
4787,4788,Synset('preponderance.n.02'),8,a preponderance of evidence against the defendant,Synset('number.n.01'),7,he had a number of chores to do,0
4788,4789,Synset('door.n.03'),11,we closed the door to Haitian immigrants,Synset('open_door.n.02'),12,he maintained an open door for all employees,1
4789,4790,Synset('sharpness.n.04'),6,the sharpness of her loss,Synset('painfulness.n.02'),5,she feared the painfulness of childbirth,0
4790,4791,Synset('sufficiency.n.03'),5,he questioned the sufficiency of human intelligence,Synset('ampleness.n.01'),6,the ampleness of her servings more than satisfied his hunger,1
4791,4792,Synset('open_door.n.02'),12,he maintained an open door for all employees,Synset('idea.n.01'),6,it was not a good idea,0
4792,4793,Synset('fill.n.01'),6,he ate his fill of potatoes,Synset('enough.n.01'),5,enough is as good as a feast,0
4793,4794,Synset('chapel_service.n.01'),10,he was late for chapel,Synset('service.n.03'),9,the Sunday service,0
4794,4795,Synset('rhyming_slang.n.01'),8,Cockney rhyming slang,Synset('speech.n.02'),5,his speech was garbled,0
4795,4796,Synset('compass.n.03'),8,within the compass of education,Synset('sight.n.05'),9,out of sight of land,1
4796,4797,Synset('shock.n.06'),8,it came as a shock to learn that he was injured,Synset('blip.n.01'),9,the market had one bad blip today,1
4797,4798,Synset('turn.n.02'),10,he took a turn to the right,Synset('right.n.06'),11,take a right at the corner,1
4798,4799,Synset('gang.n.01'),7,police tried to break up the gang,Synset('nest.n.04'),8,a nest of thieves,1
4799,4800,Synset('display.n.05'),4,a display of courage,Synset('spectacle.n.01'),6,the tragic spectacle of cripples trying to escape,1
4800,4801,Synset('low_profile.n.01'),10,he was never one to keep a low profile,Synset('visibility.n.02'),9,that candidate does not have sufficient visibility to win an election,0
4801,4802,Synset('gravitation.n.03'),8,the gravitation of the middle class to the suburbs,Synset('drift.n.05'),7,not openly liberal but that is the trend of the book,0
4802,4803,Synset('doubling.n.02'),13,I decided his double was a bluff,Synset('raise.n.03'),12,I'll see your raise and double it,0
4803,4804,Synset('reshuffle.n.01'),9,there was a reshuffle of cabinet officers,Synset('allotment.n.02'),7,the apportionment of seats in the House of Representatives is based on the relative population of each state,0
4804,4805,Synset('good.n.02'),6,there is much good to be found in people,Synset('fairness.n.01'),11,the judge recognized the fairness of my claim,1
4805,4806,Synset('energy.n.05'),8,jogging works off my excess energy,Synset('juice.n.02'),9,her creative juices were flowing,1
4806,4807,Synset('upper.n.02'),12,Uppers come in many styles,Synset('toe_box.n.01'),13,the toe box may be rounded or pointed,1
4807,4808,Synset('recognition.n.07'),7,the recognition of the Rio Grande as a boundary between Mexico and the United States,Synset('credence.n.01'),6,he gave credence to the gossip,0
4808,4809,Synset('preliminary_prospectus.n.01'),13,because some portions of the cover page are printed in red ink a preliminary prospectus is sometimes called a red herring,Synset('catalog.n.01'),11,he found it in the Sears catalog,0
4809,4810,Synset('cooperation.n.01'),7,their cooperation with us was essential for the success of our mission,Synset('consecration.n.01'),9,his consecration to study,1
4810,4811,Synset('athleticism.n.01'),9,his music is characterized by a happy athleticism,Synset('energy.n.02'),8,he plays tennis with great energy,0
4811,4812,Synset('reply.n.02'),7,he growled his reply,Synset('sass.n.01'),9,don't give me any of your sass,1
4812,4813,Synset('retrospection.n.01'),8,the story begins with no introductory retrospections,Synset('mention.n.01'),7,she made frequent mention of her promotion,0
4813,4814,Synset('acceptance.n.03'),6,torn jeans received no acceptance at the country club,Synset('recognition.n.01'),7,the partners were delighted with the recognition of their work,1
4814,4815,Synset('hot_stuff.n.02'),6,skiing is hot stuff in New Hampshire,Synset('popularity.n.01'),5,his charm soon won him affection and popularity,0
4815,4816,Synset('notice.n.02'),8,he escaped the notice of the police,Synset('mind.n.05'),9,don't pay him any mind,1
4816,4817,Synset('fight.n.04'),10,a violent fight over the bill is expected in the Senate,Synset('dispute.n.01'),8,he had a dispute with his wife,0
4817,4818,Synset('origin.n.05'),6,the rumor had its origin in idle gossip,Synset('source.n.07'),5,a heat source,0
4818,4819,Synset('respect.n.03'),6,she lost all respect for him,Synset('estimate.n.05'),7,they had a high estimation of his ability,1
4819,4820,Synset('multiple.n.01'),10,36 is a multiple of 9,Synset('product.n.03'),9,the product of 2 and 3 is 6,0
4820,4821,Synset('emphasis.n.01'),8,the red light gave the central figure increased emphasis,Synset('stress.n.03'),9,the stress was more on accuracy than on speed,1
4821,4822,Synset('standing_operating_procedure.n.01'),9,rote memorization has been the educator's standard operating procedure for centuries,Synset('lockstep.n.01'),10,the union's support had been in lockstep for years,1
4822,4823,Synset('resuscitation.n.01'),10,"although he was apparently drowned, resuscitation was accomplished by artificial respiration",Synset('revival.n.01'),9,the revival of trade,0
4823,4824,Synset('delay.n.01'),6,instant replay caused too long a delay,Synset('extension.n.01'),7,they applied for an extension of the loan,1
4824,4825,Synset('incurability.n.02'),8,the incurability of his optimism,Synset('immutability.n.01'),6,Darwin challenged the fixity of species,0
4825,4826,Synset('bulk.n.02'),6,it is cheaper to buy it in bulk,Synset('dollar_volume.n.01'),7,the store's dollar volume continues to rise,1
4826,4827,Synset('same-sex_marriage.n.01'),8,the legal status of same-sex marriages has been hotly debated,Synset('couple.n.01'),7,the engaged couple,0
4827,4828,Synset('affluence.n.01'),8,they studied forerunners of richness or poverty,Synset('ease.n.02'),9,a life of luxury and ease,1
4828,4829,Synset('extortion.n.02'),9,the extortion by dishonest officials of fees for performing their sworn duty,Synset('exaction.n.01'),8,exaction of tribute,0
4829,4830,Synset('fineness.n.02'),9,he marvelled at the fineness of her hair,Synset('narrowness.n.01'),8,the narrowness of the road,0
4830,4831,Synset('centering.n.02'),9,the quarterback fumbled the snap,Synset('pass.n.15'),8,the pass was fumbled,0
4831,4832,Synset('imputation.n.01'),9,he denied the imputation,Synset('finger-pointing.n.01'),10,they want all the finger-pointing about intelligence failures to stop,1
4832,4833,Synset('presumption.n.03'),9,he despised them for their presumptuousness,Synset('audacity.n.02'),8,he had the audacity to question my decision,0
4833,4834,Synset('approach.n.01'),10,his approach to every problem is to draw up a list of pros and cons,Synset('activity.n.01'),6,they avoided all recreational activity,0
4834,4835,Synset('fine_print.n.01'),7,don't sign a contract without reading the fine print,Synset('reservation.n.02'),6,he recommended her without any reservations,0
4835,4836,Synset('job.n.02'),9,estimates of the city's loss on that job ranged as high as a million dollars,Synset('ball-buster.n.02'),10,Vietnam was a ball-breaker,1
4836,4837,Synset('meat_and_potatoes.n.01'),11,successful negotiation is the meat and potatoes of arbitration,Synset('basis.n.02'),10,the whole argument rested on a basis of conjecture,0
4837,4838,Synset('climb.n.03'),10,it was a difficult climb to the top,Synset('clamber.n.01'),11,reaching the crest was a real clamber,1
4838,4839,Synset('sword_of_damocles.n.01'),6,the possibility hangs over their heads like the sword of Damocles,Synset('danger.n.03'),4,he feared the dangers of traveling by air,0
4839,4840,Synset('asperity.n.01'),6,the asperity of northern winters,Synset('sternness.n.01'),7,the sternness of his surroundings made him uncomfortable,1
4840,4841,Synset('spall.n.01'),6,a truck bearing a mound of blue spalls,Synset('fragment.n.01'),5,a fragment of rock,0
4841,4842,Synset('social_station.n.01'),6,the British are more aware of social status than Americans are,Synset('quality.n.05'),7,a man of quality,1
4842,4843,Synset('semantics.n.02'),8,a petty argument about semantics,Synset('meaning.n.02'),7,What is the meaning of this proverb?,0
4843,4844,Synset('mind_game.n.02'),9,football players try to play mind games with the opposition,Synset('manipulation.n.01'),8,his manipulation of his friends was scandalous,0
